movieId,genres,original_title,id,overview,actors,director
86298,Adventure|Animation|Children|Comedy,Rio,46195,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","['jesseeisenberg', 'annehathaway', 'lesliemann']",carlossaldanha
86320,Drama|Sci-Fi,Melancholia,62215,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,"['kirstendunst', 'charlottegainsbourg', 'kiefersutherland']",larsvontrier
86332,Action|Adventure|Drama|Fantasy|IMAX,Thor,10195,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.","['chrishemsworth', 'natalieportman', 'tomhiddleston']",kennethbranagh
86548,Drama|Romance,Water for Elephants,55787,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.","['robertpattinson', 'reesewitherspoon', 'christophwaltz']",francislawrence
86781,Drama|Mystery|War,Incendies,46738,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.","['lubnaazabal', 'mélissadésormeaux-poulin', 'maximgaudette']",denisvilleneuve
86833,Comedy,Bridesmaids,55721,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","['kristenwiig', 'rosebyrne', 'mayarudolph']",paulfeig
86835,Action|Horror|Sci-Fi|Thriller,Priest,38321,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess.","['paulbettany', 'karlurban', 'camgigandet']",scottstewart
86880,Action|Adventure|Fantasy|IMAX,Pirates of the Caribbean: On Stranger Tides,1865,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.","['johnnydepp', 'penélopecruz', 'ianmcshane']",robmarshall
86882,Comedy|Fantasy|Romance,Midnight in Paris,59436,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,"['owenwilson', 'rachelmcadams', 'kurtfuller']",woodyallen
87192,Action|Comedy|Sci-Fi,Attack the Block,59678,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.,"['nickfrost', 'jodiewhittaker', 'johnboyega']",joecornish
87222,Action|Adventure|Animation|Children|Comedy|IMAX,Kung Fu Panda 2,49444,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","['jackblack', 'angelinajolie', 'dustinhoffman']",jenniferyuhnelson
87232,Action|Adventure|Sci-Fi|Thriller|War,X-Men: First Class,49538,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.","['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence']",matthewvaughn
87234,Comedy|Drama|Romance,Submarine,49020,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.","['craigroberts', 'sallyhawkins', 'paddyconsidine']",richardayoade
87306,Mystery|Sci-Fi|Thriller|IMAX,Super 8,37686,"In 1979 Ohio, several youngsters are making a zombie movie with a Super-8 camera. In the midst of filming, the friends witness a horrifying train derailment and are lucky to escape with their lives. They soon discover that the catastrophe was no accident, as a series of unexplained events and disappearances soon follows. Deputy Jackson Lamb, the father of one of the kids, searches for the terrifying truth behind the crash.","['joelcourtney', 'ellefanning', 'rileygriffiths']",j.j.abrams
87430,Action|Adventure|Sci-Fi,Green Lantern,44912,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.","['ryanreynolds', 'blakelively', 'petersarsgaard']",martincampbell
87483,Comedy,Mr. Popper's Penguins,58224,"Jim Carrey stars as Tom Popper, a successful businessman who’s clueless when it comes to the really important things in life...until he inherits six “adorable” penguins, each with its own unique personality. Soon Tom’s rambunctious roommates turn his swank New York apartment into a snowy winter wonderland — and the rest of his world upside-down.","['jimcarrey', 'carlagugino', 'madelinecarroll']",markwaters
87485,Comedy,Bad Teacher,52449,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.","['camerondiaz', 'jasonsegel', 'justintimberlake']",jakekasdan
87520,Action|Adventure|Sci-Fi|War|IMAX,Transformers: Dark of the Moon,38356,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.","['shialabeouf', 'johnmalkovich', 'kenjeong']",michaelbay
87529,Action|Adventure|Comedy|Fantasy,Your Highness,38319,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.","['dannymcbride', 'jamesfranco', 'natalieportman']",davidgordongreen
87867,Comedy,Zookeeper,38317,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.","['kevinjames', 'rosariodawson', 'sylvesterstallone']",frankcoraci
87869,Comedy|Crime,Horrible Bosses,51540,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.","['jenniferaniston', 'jasonbateman', 'charlieday']",sethgordon
87876,Adventure|Animation|Children|Comedy|IMAX,Cars 2,49013,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"['owenwilson', 'larrythecableguy', 'michaelcaine']",johnlasseter
88108,Adventure|Comedy|Romance,Monte Carlo,59860,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,"['selenagomez', 'katiecassidy', 'corymonteith']",thomasbezucha
